matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags
c-31,5339,5339,78571,14.7164,0.0027564,458,2,29.9272,5261,3
c-32,5975,5975,54471,9.11649,0.00152577,1986,2,64.3208,5845,3
c-33,6317,6317,56123,8.88444,0.00140643,986,2,34.6754,6139,3
c-34,6611,6611,64333,9.73121,0.00147197,862,2,17.0409,7109,3
c-35,6537,6537,62891,9.62077,0.00147174,964,2,15.2392,6785,3
c-36,7479,7479,65941,8.81682,0.00117888,674,2,28.4489,7201,3
c-37,8204,8204,74676,9.10239,0.00110951,652,2,14.8324,8603,3
c-38,8127,8127,77689,9.55937,0.00117625,889,2,16.4993,8535,3
c-39,9271,9271,136811,14.7569,0.00159172,668,2,41.2333,9549,3
c-40,9941,9941,81501,8.19847,0.000824713,1619,2,44.1555,9723,3
c-41,9769,9769,101745,10.4151,0.00106614,939,2,18,9985,3
c-42,10471,10471,110285,10.5324,0.00100587,1282,2,41.3385,10717,3
c-43,11125,11125,123675,11.1169,0.000999268,2620,2,72.6019,11103,3
c-44,10728,10728,85000,7.92319,0.000738553,780,2,12.8189,11019,3
c-45,13206,13206,174452,13.2101,0.00100031,2242,2,85.1036,12703,3
c-46,14913,14913,130397,8.74385,0.000586324,1397,2,42.0216,14075,3
c-47,15343,15343,211401,13.7783,0.000898021,2133,2,38.897,15335,3
c-48,18354,18354,166080,9.04871,0.00049301,950,2,16.8659,18425,3
c-49,21132,21132,157042,7.43148,0.000351669,1532,2,14.4521,21833,3
c-50,22401,22401,193625,8.64359,0.000385857,1919,2,22.9016,22691,3
c-51,23196,23196,203050,8.75366,0.000377378,1570,2,18.1982,23987,3
c-52,23948,23948,202716,8.46484,0.000353468,1714,2,16.0431,24941,3
c-53,30235,30235,372213,12.3107,0.000407166,4468,2,78.5484,29309,3
c-54,31793,31793,391693,12.3201,0.00038751,1808,2,37.5014,30421,3
c-55,32780,32780,403450,12.3078,0.000375467,2920,2,24.4989,35339,3
c-56,35910,35910,380900,10.6071,0.000295379,1410,2,32.1489,33267,3
c-57,37833,37833,405197,10.7101,0.00028309,10402,2,134.88,36551,3
c-58,37595,37595,552557,14.6976,0.000390946,5058,2,43.3618,42117,3
c-59,41282,41282,480536,11.6403,0.000281971,3090,2,23.761,42817,3
c-60,43640,43640,298578,6.84184,0.000156779,2208,2,14.2757,44311,3
c-61,43618,43618,310016,7.10752,0.000162949,2830,2,16.7598,43687,3
c-62,41731,41731,559343,13.4035,0.000321189,5060,2,34.3153,46479,3
c-62ghs,41731,41731,559343,13.4035,0.000321189,5060,2,34.3153,46479,3
c-63,44234,44234,434704,9.82737,0.000222168,3244,2,21.3432,46299,3
c-64,51035,51035,717841,14.0657,0.000275608,9474,2,153.473,50975,3
c-64b,51035,51035,717841,14.0657,0.000275608,9474,2,153.473,50975,3
c-65,48066,48066,360528,7.50069,0.00015605,3276,2,18.9139,49347,3
c-66,49989,49989,499007,9.98234,0.000199691,5237,2,36.5338,50729,3
c-66b,49989,49989,499007,9.98234,0.000199691,5237,2,36.5338,50729,3
c-67,57975,57975,531935,9.17525,0.000158262,2346,2,44.7335,55671,3
c-67b,57975,57975,531935,9.17525,0.000158262,2346,2,44.7335,55671,3
c-68,64810,64810,566006,8.73331,0.000134753,2774,2,18.687,66071,3
c-69,67458,67458,623970,9.24976,0.000137119,4316,2,21.9484,69575,3
c-70,68924,68924,658986,9.56105,0.000138719,4364,2,22.6459,71503,3
c-71,76638,76638,859554,11.2158,0.000146347,6720,2,29.2367,82285,3
c-72,84064,84064,707558,8.4169,0.000100125,5172,2,22.1048,86659,3
c-73,169422,169422,1.27927e+06,7.55081,4.45681e-05,39937,2,151.494,155973,3
c-73b,169422,169422,1.27927e+06,7.55081,4.45681e-05,39937,2,151.494,155973,3
ca2010,710145,710145,3.48937e+06,4.9136,6.91915e-06,141,1,2.90003,185616,0
ca-AstroPh,18772,18772,396160,21.1038,0.00112422,504,1,30.568,35607,0
ca-CondMat,23133,23133,186936,8.08092,0.000349324,280,1,10.636,40191,0
cage,366,366,5124,14,0.0382514,14,14,0,676,0
cage10,11397,11397,150645,13.218,0.00115977,25,5,3.9837,7531,3
cage11,39082,39082,559722,14.3217,0.000366453,31,3,4.47423,23497,3
cage12,130228,130228,2.03254e+06,15.6075,0.000119848,33,5,4.70918,75465,3
cage13,445315,445315,7.47934e+06,16.7956,3.77163e-05,39,3,5.12839,243009,3
cage14,1.50578e+06,1.50578e+06,2.71303e+07,18.0174,1.19655e-05,41,5,5.36783,799375,3
cage15,5.15486e+06,5.15486e+06,9.91996e+07,19.2439,3.73316e-06,47,3,5.73672,2.57084e+06,3
cage4,9,9,49,5.44444,0.604938,6,5,0.496904,11,9
cage5,37,37,233,6.2973,0.170197,10,3,1.87249,39,9
cage6,93,93,785,8.44086,0.0907619,13,5,2.19218,85,7
cage7,340,340,3084,9.07059,0.0266782,16,3,2.93173,277,5
cage8,1015,1015,11003,10.8404,0.0106802,18,5,3.16479,779,5
cage9,3534,3534,41594,11.7697,0.00333041,23,3,3.75187,2451,3
CAG_mat1916,1916,1916,195985,102.289,0.0533865,279,2,59.2762,3820,6
CAG_mat364,364,364,13585,37.3214,0.102531,82,2,18.9359,706,2
CAG_mat72,72,72,1012,14.0556,0.195216,25,2,5.65167,90,25
ca-GrQc,5242,5242,28980,5.52842,0.00105464,81,1,7.91791,8569,0
ca-HepPh,12008,12008,237010,19.7377,0.00164371,491,1,46.6369,22517,0
ca-HepTh,9877,9877,51971,5.26182,0.000532735,65,1,6.18639,15927,0
caidaRouterLevel,192244,192244,1.21813e+06,6.33639,3.29601e-05,1071,1,14.14,279640,0
can_1054,1054,1054,12196,11.5712,0.0109783,35,6,5.58717,1215,7
can_1072,1072,1072,12444,11.6082,0.0108286,35,6,5.6474,1253,7
can_144,144,144,1296,9,0.0625,15,6,3,121,7
can_161,161,161,1377,8.5528,0.053123,17,6,1.22043,47,9
can_187,187,187,1491,7.97326,0.0426378,10,5,1.42714,19,9
can_229,229,229,1777,7.75983,0.0338857,13,3,2.12265,109,9
can_24,24,24,160,6.66667,0.277778,9,4,1.79505,41,7
can_256,256,256,2916,11.3906,0.0444946,83,4,7.23299,375,3
can_268,268,268,3082,11.5,0.0429104,37,4,5.75851,313,7
can_292,292,292,2540,8.69863,0.0297898,35,4,5.39961,421,9
can_445,445,445,3809,8.55955,0.0192349,13,4,1.25749,273,11
can_61,61,61,557,9.13115,0.149691,25,5,3.87288,101,3
can_62,62,62,218,3.51613,0.0567118,7,2,1.0119,39,3
can_634,634,634,7228,11.4006,0.0179821,28,2,3.84072,849,9
can_715,715,715,6665,9.32168,0.0130373,105,2,5.88372,561,9
can_73,73,73,377,5.16438,0.070745,9,3,2.16456,55,3
can_838,838,838,10010,11.9451,0.0142543,32,6,6.22332,699,3
can_96,96,96,768,8,0.0833333,9,6,1.41421,11,9
cant,62451,62451,4.00738e+06,64.1684,0.0010275,78,1,14.0563,99,99
case39,40216,40216,1.04216e+06,25.9141,0.000644372,20024,1,316.226,40311,37
case9,14454,14454,147972,10.2374,0.000708277,7210,1,105.253,14517,17
cavity01,317,317,7327,23.1136,0.0729135,62,8,12.491,183,36
cavity02,317,317,7327,23.1136,0.0729135,62,1,18.0642,183,36
cavity03,317,317,7327,23.1136,0.0729135,62,8,12.491,183,36
cavity04,317,317,7327,23.1136,0.0729135,62,1,18.0642,183,36
cavity05,1182,1182,32747,27.7047,0.0234389,62,8,14.4538,223,53
cavity06,1182,1182,32747,27.7047,0.0234389,62,1,17.6274,223,53
cavity07,1182,1182,32747,27.7047,0.0234389,62,8,14.4538,223,53
cavity08,1182,1182,32747,27.7047,0.0234389,62,1,17.6274,223,53
cavity09,1182,1182,32747,27.7047,0.0234389,62,8,14.4538,223,53
cavity10,2597,2597,76367,29.4059,0.011323,62,8,14.9472,263,54
cavity11,2597,2597,76367,29.4059,0.011323,62,1,17.1846,263,54
cavity12,2597,2597,76367,29.4059,0.011323,62,8,14.9472,263,54
cavity13,2597,2597,76367,29.4059,0.011323,62,1,17.1846,263,54
cavity14,2597,2597,76367,29.4059,0.011323,62,8,14.9472,263,54
cavity15,2597,2597,76367,29.4059,0.011323,62,1,17.1846,263,54
cavity16,4562,4562,138187,30.2909,0.00663982,62,8,15.1568,303,55
cavity17,4562,4562,138187,30.2909,0.00663982,62,1,16.8878,303,55
cavity18,4562,4562,138187,30.2909,0.00663982,62,8,15.1568,303,55
cavity19,4562,4562,138187,30.2909,0.00663982,62,1,16.8878,303,55
cavity20,4562,4562,138187,30.2909,0.00663982,62,8,15.1568,303,55
cavity21,4562,4562,138187,30.2909,0.00663982,62,1,16.8878,303,55
cavity22,4562,4562,138187,30.2909,0.00663982,62,8,15.1568,303,55
cavity23,4562,4562,138187,30.2909,0.00663982,62,1,16.8878,303,55
cavity24,4562,4562,138187,30.2909,0.00663982,62,8,15.1568,303,55
cavity25,4562,4562,138187,30.2909,0.00663982,62,1,16.8878,303,55
cavity26,4562,4562,138187,30.2909,0.00663982,62,8,15.1568,303,55
c-big,345241,345241,2.34101e+06,6.7808,1.96408e-05,19578,2,36.4441,315313,3
cbuckle,13681,13681,676515,49.4492,0.00361445,600,26,7.83422,1283,63
cca,49152,49152,139264,2.83333,5.76443e-05,3,2,0.372678,26,2
ccc,49152,49152,147456,3,6.10352e-05,3,3,0,28,2
cdde1,961,961,4681,4.87097,0.00506864,5,3,0.34743,5,5
cdde2,961,961,4681,4.87097,0.00506864,5,3,0.34743,5,5
cdde3,961,961,4681,4.87097,0.00506864,5,3,0.34743,5,5
cdde4,961,961,4681,4.87097,0.00506864,5,3,0.34743,5,5
cdde5,961,961,4681,4.87097,0.00506864,5,3,0.34743,5,5
cdde6,961,961,4681,4.87097,0.00506864,5,3,0.34743,5,5
cegb2802,2802,2802,277362,98.9872,0.0353273,153,0,37.5152,493,159
cegb2919,2919,2919,321543,110.155,0.0377373,267,0,41.5591,3481,231
cegb3024,3024,3024,79848,26.4048,0.00873173,68,0,9.4,571,19
cegb3306,3306,3306,74916,22.6606,0.00685439,54,0,11.2976,935,17
celegans_metabolic,453,453,4065,8.97351,0.0198091,238,1,16.7428,735,0
celegansneural,297,297,2345,7.89562,0.0265846,39,0,6.80853,431,0
cell1,7055,7055,34855,4.94047,0.000700279,5,2,0.285982,169,1
cell2,7055,7055,34855,4.94047,0.000700279,5,2,0.285982,169,1
cfd1,70656,70656,1.82836e+06,25.877,0.000366239,33,12,2.97203,10393,7
cfd2,123440,123440,3.0879e+06,25.0154,0.000202652,30,8,3.86028,7143,11
ch5-5-b3,600,600,2400,4,0.00666667,4,4,0,1056,0
ch7-8-b5,141120,141120,846720,6,4.2517e-05,6,6,0,270292,0
channel-500x100x100-b050,4.802e+06,4.802e+06,8.53627e+07,17.7765,3.70189e-06,18,6,1.04326,60,18
Chebyshev1,261,261,2319,8.88506,0.0340424,261,3,31.3915,264,5
Chebyshev2,2053,2053,18447,8.98539,0.00437671,2053,3,90.2894,2056,5
Chebyshev3,4101,4101,36879,8.99268,0.0021928,4101,3,127.844,4104,5
Chebyshev4,68121,68121,5.37776e+06,78.9442,0.00115888,68121,9,1061.44,68910,25
Chem97ZtZ,2541,2541,7361,2.89689,0.00114006,101,2,5.59983,4561,1
chem_master1,40401,40401,201201,4.9801,0.000123267,5,3,0.140366,5,5
chesapeake,39,39,340,8.71795,0.223537,33,3,6.14337,76,14
chipcool0,20082,20082,281150,14.0001,0.000697147,24,5,2.69254,2323,1
chipcool1,20082,20082,281150,14.0001,0.000697147,24,5,2.69254,2323,1
circuit_1,2624,2624,35823,13.6521,0.00520277,2571,1,72.8662,5215,3
circuit_2,4510,4510,21199,4.70044,0.00104223,1274,1,22.5066,4356,1
circuit204,1020,1020,5883,5.76765,0.00565456,18,1,3.44565,263,5
circuit_3,12127,12127,48137,3.96941,0.00032732,2305,1,21.0469,10038,4
circuit_4,80209,80209,307604,3.83503,4.7813e-05,6750,1,30.0312,65846,4
circuit5M,5.55833e+06,5.55833e+06,5.95243e+07,10.709,1.92666e-06,1.2905e+06,1,1356.62,1.04801e+07,1
circuit5M_dc,3.52332e+06,3.52332e+06,1.91942e+07,5.44776,1.5462e-06,27,1,2.09086,2.52231e+06,5
citationCiteseer,268495,268495,2.31329e+06,8.61578,3.20892e-05,1318,1,16.2825,461054,0
cit-HepPh,34546,34546,421578,12.2034,0.00035325,411,0,15.2243,51378,0
cit-HepTh,27770,27770,352807,12.7046,0.000457494,562,0,15.9671,39241,0
cit-Patents,3.77477e+06,3.77477e+06,1.65189e+07,4.37615,1.15932e-06,770,0,7.7812,2.82392e+06,0
ck104,104,104,992,9.53846,0.091716,10,6,1.15128,27,19
ck400,400,400,2860,7.15,0.017875,10,2,2.98789,27,11
ck656,656,656,3884,5.92073,0.00902551,10,2,2.86268,27,3
ckt11752_dc_1,49702,49702,333029,6.70052,0.000134814,2921,1,23.2205,43668,5
ckt11752_tr_0,49702,49702,333029,6.70052,0.000134814,2921,1,23.2205,43668,5
cnae9_10NN,1080,1080,18278,16.9241,0.0156704,221,10,15.5895,1878,0
cnr-2000,325557,325557,3.21615e+06,9.87892,3.03447e-05,2716,0,20.5373,51644,3
CO,221119,221119,7.66606e+06,34.6694,0.000156791,313,15,7.04043,52825,13
co2010,201062,201062,974574,4.84713,2.41076e-05,120,1,3.32004,42370,0
coater1,1348,1348,19457,14.434,0.0107077,55,1,11.4934,746,10
coater2,9540,9540,207308,21.7304,0.00227782,63,0,13.0877,1196,22
coAuthorsCiteseer,227320,227320,1.62827e+06,7.16289,3.15102e-05,1372,1,10.6337,313442,4
coAuthorsDBLP,299067,299067,1.95535e+06,6.53817,2.18619e-05,336,1,9.81524,434104,4
collins_15NN,1000,1000,16492,16.492,0.016492,24,15,1.51325,32,20
com-Amazon,334863,334863,1.85174e+06,5.52986,1.65138e-05,549,1,5.76163,551422,0
com-DBLP,317080,317080,2.09973e+06,6.62209,2.08846e-05,343,1,10.0077,465138,2
com-LiveJournal,3.99796e+06,3.99796e+06,6.93624e+07,17.3494,4.33957e-06,14815,1,42.9571,5.81025e+06,0
commanche_dual,7920,7920,31680,4,0.000505051,4,4,0,7991,1
com-Orkut,3.07244e+06,3.07244e+06,2.3437e+08,76.2814,2.48276e-05,33313,1,154.781,5.8357e+06,0
comsol,1500,1500,97645,65.0967,0.0433978,180,26,28.011,2955,5
com-Youtube,1.13489e+06,1.13489e+06,5.97525e+06,5.26505,4.63926e-06,28754,1,50.7543,1.31027e+06,0
cond-mat,16726,16726,95188,5.69102,0.00034025,107,0,6.41711,23164,2
cond-mat-2003,31163,31163,240058,7.7033,0.000247194,202,0,10.398,50608,4
cond-mat-2005,40421,40421,351386,8.69315,0.000215065,278,0,12.7349,67622,4
consph,83334,83334,6.01048e+06,72.1252,0.000865495,81,1,19.0802,13497,131
cont-201,80595,80595,438795,5.44444,6.75531e-05,6,2,0.640216,2433,1
cont-300,180895,180895,988195,5.46281,3.01988e-05,6,2,0.598087,3633,1
cop20k_A,121192,121192,2.62433e+06,21.6543,0.000178678,81,0,13.7927,221205,9
coPapersCiteseer,434102,434102,3.20734e+07,73.8846,0.000170201,1188,1,101.278,688534,66
coPapersDBLP,540486,540486,3.04915e+07,56.4149,0.000104378,3299,1,66.2361,874120,50
copter1,17222,17222,211064,12.2555,0.000711618,19,4,5.74965,35,19
copter2,55476,55476,759952,13.6988,0.000246931,45,4,4.18834,71805,9
CoupCons3D,416800,416800,2.23223e+07,53.5565,0.000128494,76,20,8.72078,5157,35
crack,10240,10240,60760,5.93359,0.000579453,9,3,1.88598,16476,0
crack_dual,20141,20141,60086,2.98327,0.000148119,3,2,0.128266,13532,2
crankseg_1,52804,52804,1.06142e+07,201.011,0.00380675,2703,48,88.6642,96059,71
crankseg_2,63838,63838,1.41489e+07,221.637,0.00347187,3423,48,95.8757,117505,69
crashbasis,160000,160000,1.75042e+06,10.9401,6.83756e-05,11,6,0.420847,22,22
crplat2,18010,18010,960946,53.3562,0.00296259,72,23,7.51739,8699,65
cryg10000,10000,10000,49699,4.9699,0.00049699,5,3,0.172609,8,5
cryg2500,2500,2500,12349,4.9396,0.00197584,5,3,0.243212,8,5
crystk01,4875,4875,315891,64.7982,0.0132919,81,24,16.0313,99,99
crystk02,13965,13965,968583,69.3579,0.00496655,81,24,14.8306,99,99
crystk03,24696,24696,1.75118e+06,70.9094,0.00287129,81,24,14.1624,99,99
crystm01,4875,4875,105339,21.608,0.00443241,27,8,5.34665,27,27
crystm02,13965,13965,322905,23.1224,0.00165574,27,8,4.94394,27,27
crystm03,24696,24696,583770,23.6382,0.000957169,27,8,4.72099,27,27
cs4,22499,22499,87716,3.89866,0.000173282,4,2,0.301923,27060,0
CSphd,1882,1882,1740,0.924548,0.000491258,45,0,2.30894,979,1
ct2010,67578,67578,336352,4.97724,7.36518e-05,53,1,2.90653,27460,0
ct20stif,52329,52329,2.69846e+06,51.5673,0.000985443,207,2,16.9786,39007,23
cti,16840,16840,96464,5.72827,0.000340158,6,3,0.501455,2834,4
Cube_Coup_dt0,2.16476e+06,2.16476e+06,1.27206e+08,58.7622,2.71449e-05,68,24,4.47162,63447,17
Cube_Coup_dt6,2.16476e+06,2.16476e+06,1.27206e+08,58.7622,2.71449e-05,68,24,4.47162,63447,17
CurlCurl_1,226451,226451,2.47207e+06,10.9166,4.82073e-05,13,4,1.0242,12633,19
CurlCurl_2,806529,806529,8.92179e+06,11.062,1.37155e-05,13,4,0.921613,23091,19
CurlCurl_3,1.21957e+06,1.21957e+06,1.35446e+07,11.106,9.10648e-06,13,4,0.885542,26007,19
CurlCurl_4,2.38052e+06,2.38052e+06,2.65159e+07,11.1387,4.67912e-06,13,4,0.855869,41617,19
curtis54,54,54,291,5.38889,0.0997942,12,3,1.88971,46,7
cvxbqp1,50000,50000,349968,6.99936,0.000139987,9,2,1.99997,66667,1
cvxqp3,17500,17500,122462,6.99783,0.000399876,17,3,3.62556,26333,3
cyl6,13681,13681,714241,52.2068,0.00381601,721,36,7.84627,1519,63
cz10228,10228,10228,102876,10.0583,0.000983405,27,1,7.15981,546,3
cz1268,1268,1268,12786,10.0836,0.00795236,27,1,7.17081,272,3
cz20468,20468,20468,206076,10.0682,0.0004919,27,1,7.17421,694,3
cz2548,2548,2548,25674,10.0761,0.00395453,27,1,7.157,343,3
cz308,308,308,3182,10.3312,0.0335428,27,1,7.29531,154,5
cz40948,40948,40948,412148,10.0652,0.000245803,27,1,7.17636,875,3
cz5108,5108,5108,51412,10.065,0.00197044,27,1,7.1656,439,3
cz628,628,628,6346,10.1051,0.0160909,27,1,7.09838,208,3
darcy003,389874,389874,2.10124e+06,5.38954,1.38238e-05,7,2,1.96451,506813,3
data,2851,2851,30186,10.5879,0.00371374,17,3,2.70862,1004,18
dataset12mfeatfactors_10NN,2000,2000,27442,13.721,0.0068605,40,10,3.76114,2206,0
dataset16mfeatkarhunen_10NN,2000,2000,27668,13.834,0.006917,39,10,3.77921,1598,0
dataset18mfeatmorphological_10NN,2000,2000,22832,11.416,0.005708,18,10,1.53946,3246,0
dataset20mfeatpixel_10NN,2000,2000,27932,13.966,0.006983,54,10,4.18579,1516,0
dataset22mfeatzernike_10NN,2000,2000,27414,13.707,0.0068535,40,10,3.8163,2228,0
dawson5,51537,51537,1.01078e+06,19.6126,0.000380555,33,1,5.32314,10223,11
dblp-2010,326186,326186,1.6154e+06,4.95239,1.51827e-05,238,0,7.66992,219306,6
dc1,116835,116835,766396,6.55964,5.61445e-05,114190,1,361.498,230681,1
dc2,116835,116835,766396,6.55964,5.61445e-05,114190,1,361.498,230681,1
dc3,116835,116835,766396,6.55964,5.61445e-05,114190,1,361.498,230681,1
d_dyn,87,87,238,2.73563,0.031444,8,1,1.19827,128,0
d_dyn1,87,87,238,2.73563,0.031444,8,1,1.19827,128,0
de2010,24115,24115,116056,4.81261,0.000199569,45,1,2.97642,17562,0
debr,1.04858e+06,1.04858e+06,4.1943e+06,3.99999,3.81469e-06,4,2,0.00308816,1.04858e+06,0
delaunay_n10,1024,1024,6112,5.96875,0.00582886,12,3,1.32693,1334,4
delaunay_n11,2048,2048,12254,5.9834,0.00292158,13,3,1.39324,2738,4
delaunay_n12,4096,4096,24528,5.98828,0.00146198,14,3,1.36765,5202,4
delaunay_n13,8192,8192,49094,5.99292,0.000731558,12,3,1.34273,10220,4
delaunay_n14,16384,16384,98244,5.99634,0.000365987,16,3,1.34819,20084,4
delaunay_n15,32768,32768,196548,5.99817,0.00018305,18,3,1.35542,39272,4
delaunay_n16,65536,65536,393150,5.99899,9.15374e-05,17,3,1.3532,77596,4
delaunay_n17,131072,131072,786352,5.99939,4.57717e-05,17,3,1.34455,153968,4
delaunay_n18,262144,262144,1.57279e+06,5.99973,2.28871e-05,21,3,1.34112,304194,4
delaunay_n19,524288,524288,3.14565e+06,5.99984,1.14438e-05,21,3,1.33835,608848,4
delaunay_n20,1.04858e+06,1.04858e+06,6.29137e+06,5.99992,5.72197e-06,23,3,1.33664,1.20743e+06,4
delaunay_n21,2.09715e+06,2.09715e+06,1.25828e+07,5.99995,2.861e-06,23,3,1.33635,2.4058e+06,4
delaunay_n22,4.1943e+06,4.1943e+06,2.51657e+07,5.99998,1.43051e-06,23,3,1.33638,4.77985e+06,4
delaunay_n23,8.38861e+06,8.38861e+06,5.03316e+07,5.99999,7.15255e-07,28,3,1.336,9.51846e+06,4
delaunay_n24,1.67772e+07,1.67772e+07,1.00663e+08,5.99999,3.57628e-07,26,3,1.33578,1.90394e+07,4
dendrimer,730,730,63024,86.3342,0.118266,229,28,40.0103,1355,39
denormal,89400,89400,1.15622e+06,12.9332,0.000144666,13,6,0.473841,13,13
dermatology_5NN,366,366,2440,6.66667,0.0182149,15,5,1.82973,598,0
descriptor_xingo6u,20738,20738,73916,3.56428,0.000171872,34,1,2.69414,13215,2
dgreen,1.20061e+06,1.20061e+06,3.82599e+07,31.867,2.65423e-05,187,5,11.4485,499875,5
diag,2559,2559,8184,3.19812,0.00124976,4,2,0.402489,84,4
dictionary28,52652,52652,178076,3.38213,6.42356e-05,38,0,4.47461,28016,0
dielFilterV2real,1.15746e+06,1.15746e+06,4.8539e+07,41.9359,3.62311e-05,110,6,16.1486,1.50912e+06,17
dielFilterV3real,1.10282e+06,1.10282e+06,8.9306e+07,80.9794,7.34291e-05,270,9,36.5531,1.97069e+06,25
dixmaanl,60000,60000,299998,4.99997,8.33328e-05,5,4,0.00577341,7,7
DK01R,903,903,11766,13.0299,0.0144296,17,1,5.30553,33,23
dolphins,62,62,318,5.12903,0.0827263,12,1,2.93194,98,0
d_pretok,182730,182730,1.64167e+06,8.98414,4.91662e-05,11,2,2.74946,164157,7
d_ss,53,53,149,2.81132,0.0530438,7,2,1.02895,36,4
dtoc,24993,24993,69972,2.79966,0.000112018,4,1,0.979931,10006,4
Dubcova1,16129,16129,253009,15.6866,0.00097257,25,4,5.77698,28989,5
Dubcova2,65025,65025,1.03022e+06,15.8435,0.000243653,25,4,5.76218,115633,5
Dubcova3,146689,146689,3.63665e+06,24.7916,0.000169008,49,9,10.1834,277679,7
dw1024,2048,2048,10114,4.93848,0.00241137,8,3,0.505945,11,5
dw2048,2048,2048,10114,4.93848,0.00241137,8,3,0.505945,11,5
dw256A,512,512,2480,4.84375,0.00946045,7,3,0.666585,11,5
dw256B,512,512,2500,4.88281,0.00953674,8,3,0.730166,11,5
dw4096,8192,8192,41746,5.09595,0.000622064,8,3,0.614222,11,5
dw8192,8192,8192,41746,5.09595,0.000622064,8,3,0.614222,11,5
dwa512,512,512,2480,4.84375,0.00946045,7,3,0.666585,11,5
dwb512,512,512,2500,4.88281,0.00953674,8,3,0.730166,11,5
dwt_1005,1005,1005,8621,8.57811,0.00853543,27,4,3.61906,991,9
dwt_1007,1007,1007,8575,8.51539,0.0084562,10,3,1.16959,93,11
dwt_1242,1242,1242,10426,8.39452,0.00675888,12,2,1.95041,803,9
dwt_162,162,162,1182,7.2963,0.0450389,9,2,1.73522,129,15
dwt_193,193,193,3493,18.0984,0.0937743,30,8,6.04437,121,29
dwt_198,198,198,1392,7.0303,0.0355066,12,2,2.13889,15,9
dwt_209,209,209,1743,8.33971,0.0399029,17,4,2.25299,211,3
dwt_221,221,221,1629,7.37104,0.0333531,12,4,1.60538,271,7
dwt_234,234,234,834,3.5641,0.0152312,10,2,1.46984,79,3
dwt_245,245,245,1461,5.96327,0.0243399,13,2,2.59566,113,5
dwt_2680,2680,2680,25026,9.33806,0.00348435,19,4,1.85538,2237,11
dwt_307,307,307,2523,8.21824,0.0267695,9,6,1.09243,101,9
dwt_310,310,310,2448,7.89677,0.0254735,11,4,1.47309,57,13
dwt_346,346,346,3226,9.3237,0.0269471,19,2,4.16417,115,7
dwt_361,361,361,2953,8.18006,0.0226594,9,4,1.34318,35,9
dwt_419,419,419,3563,8.50358,0.0202949,13,6,1.74286,375,5
dwt_492,492,492,3156,6.41463,0.0130379,11,3,1.94613,381,5
dwt_503,503,503,6027,11.9821,0.0238213,25,4,4.98643,477,7
dwt_512,512,512,3502,6.83984,0.0133591,15,1,3.46716,117,7
dwt_59,59,59,267,4.52542,0.0767021,6,2,0.962974,41,3
dwt_592,592,592,5104,8.62162,0.0145636,15,4,1.60618,181,9
dwt_607,607,607,5131,8.45305,0.0139259,14,4,2.37033,205,9
dwt_66,66,66,320,4.84848,0.0734619,6,2,0.633471,41,5
dwt_72,72,72,222,3.08333,0.0428241,5,2,0.618017,9,3
dwt_758,758,758,5994,7.90765,0.0104323,11,4,1.49649,167,15
dwt_869,869,869,7285,8.3832,0.00964695,14,4,1.66166,183,13
dwt_87,87,87,541,6.21839,0.0714758,13,2,2.31648,103,7
dwt_878,878,878,7448,8.48292,0.00966164,10,4,1.18131,99,9
dwt_918,918,918,7384,8.04357,0.00876206,13,4,1.82761,1019,5
dwt_992,992,992,16744,16.879,0.0170152,18,8,2.40662,27,27
dynamicSoaringProblem_1,647,647,5367,8.29521,0.012821,242,2,11.4744,527,9
dynamicSoaringProblem_2,1591,1591,15588,9.79761,0.00615815,596,2,18.246,1259,13
dynamicSoaringProblem_3,2871,2871,32022,11.1536,0.00388492,1076,2,24.3605,2215,17
dynamicSoaringProblem_4,3191,3191,36516,11.4434,0.00358616,1196,2,25.6665,2459,17
dynamicSoaringProblem_5,3271,3271,36789,11.247,0.0034384,1226,2,25.9821,2519,17
dynamicSoaringProblem_6,3431,3431,36741,10.7085,0.00312111,1286,2,26.5774,2635,15
dynamicSoaringProblem_7,3511,3511,37680,10.732,0.00305667,1316,2,26.8776,2695,17
dynamicSoaringProblem_8,3543,3543,38136,10.7638,0.00303804,1328,2,26.9981,2719,17
e40r0100,17281,17281,553562,32.033,0.00185365,62,8,15.5422,14047,31
EAT_SR,23219,23219,325589,14.0225,0.000603925,78,0,20.0896,42576,0
ecl32,51993,51993,380415,7.31666,0.000140724,23,1,3.35036,17162,6
Ecoli_10NN,336,336,4560,13.5714,0.0403912,26,10,3.10351,458,2
ecology2,999999,999999,4.99599e+06,4.996,4.996e-06,5,3,0.0632137,7,5
email,1133,1133,10902,9.62224,0.00849271,71,1,9.33964,1210,0
email-Enron,36692,36692,367662,10.0202,0.00027309,1383,1,36.1,52320,2
email-EuAll,265214,265214,420045,1.5838,5.97177e-06,930,0,9.98398,236999,0
email-Eu-core,1005,1005,25571,25.4438,0.0253172,334,0,33.3073,1844,2
email-Eu-core-temporal,1005,1005,24929,24.805,0.0246816,333,0,33.1231,1927,0
Emilia_923,923136,923136,4.10052e+07,44.4195,4.8118e-05,57,15,3.72074,34559,11
engine,143571,143571,4.70607e+06,32.7787,0.00022831,159,9,16.8792,258571,9
