matrix,Nrows,Ncols,Nnnz,AvgNnnz,Density,MaxRowNnnz,MinRowNnnz,StdRowNnnz,NDiags,NTrueDiags,AvgNnnzDia,AvgNnnzELL,AvgNnnzHyb,AvgNnnzHdc
crankseg_1,52804,52804,1.06142e+07,201.011,0.00380675,2703,48,88.6642,96059,71,0.00209258,0.0743661,1.28635,0.315355
crankseg_2,63838,63838,1.41489e+07,221.637,0.00347187,3423,48,95.8757,117505,69,0.00188619,0.0647493,1.32663,0.317368
crashbasis,160000,160000,1.75042e+06,10.9401,6.83756e-05,11,6,0.420847,22,22,0.497277,0.994555,17.3603,0.332121
crplat2,18010,18010,960946,53.3562,0.00296259,72,23,7.51739,8699,65,0.00613361,0.741059,4.23201,0.370696
cryg10000,10000,10000,49699,4.9699,0.00049699,5,3,0.172609,8,5,0.621237,0.99398,15.749,0.498416
cryg2500,2500,2500,12349,4.9396,0.00197584,5,3,0.243212,8,5,0.61745,0.98792,9.47667,0.496665
crystk01,4875,4875,315891,64.7982,0.0132919,81,24,16.0313,99,99,0.654527,0.799977,1.54207,0.395598
crystk02,13965,13965,968583,69.3579,0.00496655,81,24,14.8306,99,99,0.700585,0.85627,1.90017,0.411967
crystk03,24696,24696,1.75118e+06,70.9094,0.00287129,81,24,14.1624,99,99,0.716256,0.875424,2.08715,0.417336
crystm01,4875,4875,105339,21.608,0.00443241,27,8,5.34665,27,27,0.800296,0.800296,1.54203,0.444536
crystm02,13965,13965,322905,23.1224,0.00165574,27,8,4.94394,27,27,0.856387,0.856387,1.90019,0.461319
crystm03,24696,24696,583770,23.6382,0.000957169,27,8,4.72099,27,27,0.87549,0.87549,2.08717,0.466806
cs4,22499,22499,87716,3.89866,0.000173282,4,2,0.301923,27060,0,0.000144075,0.974666,5.85166,0.453984
CSphd,1882,1882,1740,0.924548,0.000491258,45,0,2.30894,979,1,0.00094438,0.0205455,0.634825,0.384428
ct2010,67578,67578,336352,4.97724,7.36518e-05,53,1,2.90653,27460,0,0.000181254,0.0939102,1.23859,0.711063
ct20stif,52329,52329,2.69846e+06,51.5673,0.000985443,207,2,16.9786,39007,23,0.001322,0.249117,1.61832,0.456413
cti,16840,16840,96464,5.72827,0.000340158,6,3,0.501455,2834,4,0.00202127,0.954711,3.20598,0.535807
Cube_Coup_dt0,2.16476e+06,2.16476e+06,1.27206e+08,58.7622,2.71449e-05,68,24,4.47162,63447,17,0.000926163,0.864151,6.48251,0.758379
Cube_Coup_dt6,2.16476e+06,2.16476e+06,1.27206e+08,58.7622,2.71449e-05,68,24,4.47162,63447,17,0.000926163,0.864151,6.48251,0.758379
CurlCurl_1,226451,226451,2.47207e+06,10.9166,4.82073e-05,13,4,1.0242,12633,19,0.000864132,0.839737,4.07706,0.357631
CurlCurl_2,806529,806529,8.92179e+06,11.062,1.37155e-05,13,4,0.921613,23091,19,0.000479059,0.85092,1.12731,0.364139
CurlCurl_3,1.21957e+06,1.21957e+06,1.35446e+07,11.106,9.10648e-06,13,4,0.885542,26007,19,0.00042704,0.85431,1.13234,0.36602
CurlCurl_4,2.38052e+06,2.38052e+06,2.65159e+07,11.1387,4.67912e-06,13,4,0.855869,41617,19,0.000267648,0.856824,1.13612,0.36721
curtis54,54,54,291,5.38889,0.0997942,12,3,1.88971,46,7,0.11715,0.449074,1.3597,0.330995
cvxbqp1,50000,50000,349968,6.99936,0.000139987,9,2,1.99997,66667,1,0.00010499,0.777707,1.55532,0.403846
cvxqp3,17500,17500,122462,6.99783,0.000399876,17,3,3.62556,26333,3,0.000265744,0.411637,1.19793,0.340916
cyl6,13681,13681,714241,52.2068,0.00381601,721,36,7.84627,1519,63,0.0343692,0.0724089,4.17139,0.432308
cz10228,10228,10228,102876,10.0583,0.000983405,27,1,7.15981,546,3,0.0184217,0.372529,1.11357,0.74
cz1268,1268,1268,12786,10.0836,0.00795236,27,1,7.17081,272,3,0.037072,0.373467,1.11479,0.662402
cz20468,20468,20468,206076,10.0682,0.0004919,27,1,7.17421,694,3,0.0145075,0.372896,1.11325,0.750904
cz2548,2548,2548,25674,10.0761,0.00395453,27,1,7.157,343,3,0.0293765,0.37319,1.11513,0.698728
cz308,308,308,3182,10.3312,0.0335428,27,1,7.29531,154,5,0.0670855,0.382636,1.12445,0.508198
cz40948,40948,40948,412148,10.0652,0.000245803,27,1,7.17636,875,3,0.011503,0.372784,1.11299,0.757947
cz5108,5108,5108,51412,10.065,0.00197044,27,1,7.1656,439,3,0.0229271,0.372778,1.11382,0.722847
cz628,628,628,6346,10.1051,0.0160909,27,1,7.09838,208,3,0.0485822,0.374263,1.12111,0.616024
darcy003,389874,389874,2.10124e+06,5.38954,1.38238e-05,7,2,1.96451,506813,3,1.06342e-05,0.769934,1.61283,0.350071
data,2851,2851,30186,10.5879,0.00371374,17,3,2.70862,1004,18,0.0105457,0.622816,1.7133,0.32831
dataset12mfeatfactors_10NN,2000,2000,27442,13.721,0.0068605,40,10,3.76114,2206,0,0.00621985,0.343025,1.41567,0.475511
dataset16mfeatkarhunen_10NN,2000,2000,27668,13.834,0.006917,39,10,3.77921,1598,0,0.00865707,0.354718,1.45769,0.555864
dataset18mfeatmorphological_10NN,2000,2000,22832,11.416,0.005708,18,10,1.53946,3246,0,0.00351694,0.634222,1.51715,0.381243
dataset20mfeatpixel_10NN,2000,2000,27932,13.966,0.006983,54,10,4.18579,1516,0,0.0092124,0.25863,1.41878,0.568828
dataset22mfeatzernike_10NN,2000,2000,27414,13.707,0.0068535,40,10,3.8163,2228,0,0.00615215,0.342675,1.41147,0.473037
dawson5,51537,51537,1.01078e+06,19.6126,0.000380555,33,1,5.32314,10223,11,0.00191848,0.594323,1.34771,0.568501
dblp-2010,326186,326186,1.6154e+06,4.95239,1.51827e-05,238,0,7.66992,219306,6,2.25821e-05,0.0208084,0.855561,0.346758
dc1,116835,116835,766396,6.55964,5.61445e-05,114190,1,361.498,230681,1,2.8436e-05,5.7445e-05,0.0664049,0.31981
dc2,116835,116835,766396,6.55964,5.61445e-05,114190,1,361.498,230681,1,2.8436e-05,5.7445e-05,0.0664049,0.31981
dc3,116835,116835,766396,6.55964,5.61445e-05,114190,1,361.498,230681,1,2.8436e-05,5.7445e-05,0.0664049,0.31981
d_dyn,87,87,238,2.73563,0.031444,8,1,1.19827,128,0,0.0213721,0.341954,1.3723,0.404651
d_dyn1,87,87,238,2.73563,0.031444,8,1,1.19827,128,0,0.0213721,0.341954,1.3723,0.404651
de2010,24115,24115,116056,4.81261,0.000199569,45,1,2.97642,17562,0,0.000274035,0.106947,1.17733,0.578617
debr,1.04858e+06,1.04858e+06,4.1943e+06,3.99999,3.81469e-06,4,2,0.00308816,1.04858e+06,0,3.81469e-06,0.999999,1288.91,0.5
delaunay_n10,1024,1024,6112,5.96875,0.00582886,12,3,1.32693,1334,4,0.00447433,0.497396,1.90629,0.336815
delaunay_n11,2048,2048,12254,5.9834,0.00292158,13,3,1.39324,2738,4,0.00218532,0.460261,1.86605,0.332947
delaunay_n12,4096,4096,24528,5.98828,0.00146198,14,3,1.36765,5202,4,0.00115115,0.427734,1.88617,0.340482
delaunay_n13,8192,8192,49094,5.99292,0.000731558,12,3,1.34273,10220,4,0.000586391,0.49941,1.91278,0.343109
delaunay_n14,16384,16384,98244,5.99634,0.000365987,16,3,1.34819,20084,4,0.000298563,0.374771,1.92599,0.345703
delaunay_n15,32768,32768,196548,5.99817,0.00018305,18,3,1.35542,39272,4,0.000152734,0.333232,1.92522,0.349012
delaunay_n16,65536,65536,393150,5.99899,9.15374e-05,17,3,1.3532,77596,4,7.73106e-05,0.352882,1.92225,0.350786
delaunay_n17,131072,131072,786352,5.99939,4.57717e-05,17,3,1.34455,153968,4,3.89652e-05,0.352905,1.93138,0.351941
delaunay_n18,262144,262144,1.57279e+06,5.99973,2.28871e-05,21,3,1.34112,304194,4,1.97234e-05,0.285701,1.93289,0.353721
delaunay_n19,524288,524288,3.14565e+06,5.99984,1.14438e-05,21,3,1.33835,608848,4,9.85442e-06,0.285707,1.93635,0.353612
delaunay_n20,1.04858e+06,1.04858e+06,6.29137e+06,5.99992,5.72197e-06,23,3,1.33664,1.20743e+06,4,4.96918e-06,0.260866,1.93677,0.354841
delaunay_n21,2.09715e+06,2.09715e+06,1.25828e+07,5.99995,2.861e-06,23,3,1.33635,2.4058e+06,4,2.49395e-06,0.260868,1.93752,0.355386
delaunay_n22,4.1943e+06,4.1943e+06,2.51657e+07,5.99998,1.43051e-06,23,3,1.33638,4.77985e+06,4,1.25527e-06,0.260869,1.93631,0.356345
delaunay_n23,8.38861e+06,8.38861e+06,5.03316e+07,5.99999,7.15255e-07,28,3,1.336,9.51846e+06,4,6.30353e-07,0.214285,1.93758,0.35697
delaunay_n24,1.67772e+07,1.67772e+07,1.00663e+08,5.99999,3.57628e-07,26,3,1.33578,1.90394e+07,4,3.15135e-07,0.230769,1.9372,0.356951
dendrimer,730,730,63024,86.3342,0.118266,229,28,40.0103,1355,39,0.0637153,0.377005,1.29386,0.307269
denormal,89400,89400,1.15622e+06,12.9332,0.000144666,13,6,0.473841,13,13,0.994858,0.994858,16.0665,0.498711
dermatology_5NN,366,366,2440,6.66667,0.0182149,15,5,1.82973,598,0,0.0111483,0.444444,1.46451,0.379668
descriptor_xingo6u,20738,20738,73916,3.56428,0.000171872,34,1,2.69414,13215,2,0.000269715,0.104832,1.08982,0.454905
dgreen,1.20061e+06,1.20061e+06,3.82599e+07,31.867,2.65423e-05,187,5,11.4485,499875,5,6.37499e-05,0.170412,1.47316,0.635628
diag,2559,2559,8184,3.19812,0.00124976,4,2,0.402489,84,4,0.0380729,0.799531,1.21147,0.438213
dictionary28,52652,52652,178076,3.38213,6.42356e-05,38,0,4.47461,28016,0,0.000120721,0.0890035,0.909437,0.6527
dielFilterV2real,1.15746e+06,1.15746e+06,4.8539e+07,41.9359,3.62311e-05,110,6,16.1486,1.50912e+06,17,2.77884e-05,0.381235,1.28291,0.369114
dielFilterV3real,1.10282e+06,1.10282e+06,8.9306e+07,80.9794,7.34291e-05,270,9,36.5531,1.97069e+06,25,4.10918e-05,0.299924,1.10974,0.323034
dixmaanl,60000,60000,299998,4.99997,8.33328e-05,5,4,0.00577341,7,7,0.714281,0.999993,841.762,0.416665
DK01R,903,903,11766,13.0299,0.0144296,17,1,5.30553,33,23,0.394845,0.766465,1.71105,0.360199
dolphins,62,62,318,5.12903,0.0827263,12,1,2.93194,98,0,0.0523371,0.427419,1.23986,0.3875
d_pretok,182730,182730,1.64167e+06,8.98414,4.91662e-05,11,2,2.74946,164157,7,5.4729e-05,0.81674,1.9439,0.373487
d_ss,53,53,149,2.81132,0.0530438,7,2,1.02895,36,4,0.0780922,0.401617,1.55974,0.330405
dtoc,24993,24993,69972,2.79966,0.000112018,4,1,0.979931,10006,4,0.000279799,0.699916,2.08278,0.35349
Dubcova1,16129,16129,253009,15.6866,0.00097257,25,4,5.77698,28989,5,0.000541122,0.627464,1.18407,0.320949
Dubcova2,65025,65025,1.03022e+06,15.8435,0.000243653,25,4,5.76218,115633,5,0.000137016,0.633741,1.18741,0.323228
Dubcova3,146689,146689,3.63665e+06,24.7916,0.000169008,49,9,10.1834,277679,7,8.92814e-05,0.50595,1.46596,0.314932
dw1024,2048,2048,10114,4.93848,0.00241137,8,3,0.505945,11,5,0.448952,0.61731,4.756,0.496182
dw2048,2048,2048,10114,4.93848,0.00241137,8,3,0.505945,11,5,0.448952,0.61731,4.756,0.496182
dw256A,512,512,2480,4.84375,0.00946045,7,3,0.666585,11,5,0.440341,0.691964,2.94344,0.489242
dw256B,512,512,2500,4.88281,0.00953674,8,3,0.730166,11,5,0.443892,0.610352,2.894,0.491227
dw4096,8192,8192,41746,5.09595,0.000622064,8,3,0.614222,11,5,0.463268,0.636993,1.07378,0.504565
dw8192,8192,8192,41746,5.09595,0.000622064,8,3,0.614222,11,5,0.463268,0.636993,1.07378,0.504565
dwa512,512,512,2480,4.84375,0.00946045,7,3,0.666585,11,5,0.440341,0.691964,2.94344,0.489242
dwb512,512,512,2500,4.88281,0.00953674,8,3,0.730166,11,5,0.443892,0.610352,2.894,0.491227
dwt_1005,1005,1005,8621,8.57811,0.00853543,27,4,3.61906,991,9,0.00865601,0.317708,1.37378,0.330437
dwt_1007,1007,1007,8575,8.51539,0.0084562,10,3,1.16959,93,11,0.0915634,0.851539,3.65553,0.42137
dwt_1242,1242,1242,10426,8.39452,0.00675888,12,2,1.95041,803,9,0.010454,0.699544,1.90363,0.368811
dwt_162,162,162,1182,7.2963,0.0450389,9,2,1.73522,129,15,0.0565604,0.8107,1.59154,0.26599
dwt_193,193,193,3493,18.0984,0.0937743,30,8,6.04437,121,29,0.149574,0.603282,1.2722,0.324777
dwt_198,198,198,1392,7.0303,0.0355066,12,2,2.13889,15,9,0.468687,0.585859,1.46253,0.432811
dwt_209,209,209,1743,8.33971,0.0399029,17,4,2.25299,211,3,0.0395247,0.490571,1.64234,0.424639
dwt_221,221,221,1629,7.37104,0.0333531,12,4,1.60538,271,7,0.0271994,0.614253,1.56499,0.318043
dwt_234,234,234,834,3.5641,0.0152312,10,2,1.46984,79,3,0.0451152,0.35641,1.17739,0.461571
dwt_245,245,245,1461,5.96327,0.0243399,13,2,2.59566,113,5,0.0527723,0.458713,1.35643,0.438734
dwt_2680,2680,2680,25026,9.33806,0.00348435,19,4,1.85538,2237,11,0.00417437,0.491477,1.21862,0.332384
dwt_307,307,307,2523,8.21824,0.0267695,9,6,1.09243,101,9,0.0813687,0.913138,2.06977,0.417572
dwt_310,310,310,2448,7.89677,0.0254735,11,4,1.47309,57,13,0.13854,0.717889,2.13988,0.358657
dwt_346,346,346,3226,9.3237,0.0269471,19,2,4.16417,115,7,0.0810756,0.490721,1.3585,0.484751
dwt_361,361,361,2953,8.18006,0.0226594,9,4,1.34318,35,9,0.233716,0.908895,2.41402,0.46035
dwt_419,419,419,3563,8.50358,0.0202949,13,6,1.74286,375,5,0.0226762,0.654122,1.60668,0.404687
dwt_492,492,492,3156,6.41463,0.0130379,11,3,1.94613,381,5,0.0168363,0.583149,1.50825,0.393129
dwt_503,503,503,6027,11.9821,0.0238213,25,4,4.98643,477,7,0.0251197,0.479284,1.39512,0.397046
dwt_512,512,512,3502,6.83984,0.0133591,15,1,3.46716,117,7,0.0584602,0.45599,1.27821,0.446776
dwt_59,59,59,267,4.52542,0.0767021,6,2,0.962974,41,3,0.110376,0.754237,2.14454,0.433465
dwt_592,592,592,5104,8.62162,0.0145636,15,4,1.60618,181,9,0.0476333,0.574775,2.82498,0.428371
dwt_607,607,607,5131,8.45305,0.0139259,14,4,2.37033,205,9,0.0412344,0.603789,1.71612,0.41883
dwt_66,66,66,320,4.84848,0.0734619,6,2,0.633471,41,5,0.118256,0.808081,5.08872,0.388093
dwt_72,72,72,222,3.08333,0.0428241,5,2,0.618017,9,3,0.342593,0.616667,1.11104,0.486309
dwt_758,758,758,5994,7.90765,0.0104323,11,4,1.49649,167,15,0.0473512,0.718877,2.15953,0.322849
dwt_869,869,869,7285,8.3832,0.00964695,14,4,1.66166,183,13,0.0458098,0.5988,2.23089,0.36412
dwt_87,87,87,541,6.21839,0.0714758,13,2,2.31648,103,7,0.0603727,0.478338,1.41987,0.30968
dwt_878,878,878,7448,8.48292,0.00966164,10,4,1.18131,99,9,0.085686,0.848292,3.49273,0.462222
dwt_918,918,918,7384,8.04357,0.00876206,13,4,1.82761,1019,5,0.00789359,0.618736,1.60983,0.366812
dwt_992,992,992,16744,16.879,0.0170152,18,8,2.40662,27,27,0.625149,0.937724,3.3539,0.384672
dynamicSoaringProblem_1,647,647,5367,8.29521,0.012821,242,2,11.4744,527,9,0.0157404,0.0342777,0.832363,0.346551
dynamicSoaringProblem_2,1591,1591,15588,9.79761,0.00615815,596,2,18.246,1259,13,0.00778206,0.0164389,0.699933,0.321542
dynamicSoaringProblem_3,2871,2871,32022,11.1536,0.00388492,1076,2,24.3605,2215,17,0.00503549,0.0103658,0.615292,0.303974
dynamicSoaringProblem_4,3191,3191,36516,11.4434,0.00358616,1196,2,25.6665,2459,17,0.00465369,0.00956809,0.588258,0.307612
dynamicSoaringProblem_5,3271,3271,36789,11.247,0.0034384,1226,2,25.9821,2519,17,0.00446487,0.00917375,0.585846,0.305212
dynamicSoaringProblem_6,3431,3431,36741,10.7085,0.00312111,1286,2,26.5774,2635,15,0.00406396,0.00832701,0.566738,0.316018
dynamicSoaringProblem_7,3511,3511,37680,10.732,0.00305667,1316,2,26.8776,2695,17,0.00398218,0.008155,0.558615,0.298793
dynamicSoaringProblem_8,3543,3543,38136,10.7638,0.00303804,1328,2,26.9981,2719,17,0.00395872,0.00810524,0.556644,0.299222
e40r0100,17281,17281,553562,32.033,0.00185365,62,8,15.5422,14047,31,0.00228041,0.516661,1.348,0.359865
EAT_SR,23219,23219,325589,14.0225,0.000603925,78,0,20.0896,42576,0,0.000329353,0.179776,0.868197,0.352899
ecl32,51993,51993,380415,7.31666,0.000140724,23,1,3.35036,17162,6,0.000426329,0.318116,1.57507,0.465113
Ecoli_10NN,336,336,4560,13.5714,0.0403912,26,10,3.10351,458,2,0.0296319,0.521978,1.51457,0.399279
ecology2,999999,999999,4.99599e+06,4.996,4.996e-06,5,3,0.0632137,7,5,0.713714,0.999199,60.2327,0.499799
email,1133,1133,10902,9.62224,0.00849271,71,1,9.33964,1210,0,0.00795227,0.135525,1.01125,0.483568
email-Enron,36692,36692,367662,10.0202,0.00027309,1383,1,36.1,52320,2,0.000191518,0.00724528,0.709327,0.380885
email-EuAll,265214,265214,420045,1.5838,5.97177e-06,930,0,9.98398,236999,0,6.68271e-06,0.00170301,0.600318,0.528091
email-Eu-core,1005,1005,25571,25.4438,0.0253172,334,0,33.3073,1844,2,0.0137981,0.076179,0.904837,0.343473
email-Eu-core-temporal,1005,1005,24929,24.805,0.0246816,333,0,33.1231,1927,0,0.0128723,0.0744894,0.897304,0.342769
Emilia_923,923136,923136,4.10052e+07,44.4195,4.8118e-05,57,15,3.72074,34559,11,0.00128532,0.779289,4.77413,0.778171
engine,143571,143571,4.70607e+06,32.7787,0.00022831,159,9,16.8792,258571,9,0.000126769,0.206155,1.14007,0.32515
enron,69244,69244,276143,3.98797,5.7593e-05,1392,0,28.3188,48743,0,8.18163e-05,0.00286492,0.674301,0.586878
epb0,1794,1794,7764,4.32776,0.00241235,11,2,2.97811,2100,2,0.00206084,0.393433,1.05483,0.379999
epb1,14734,14734,95053,6.45127,0.000437849,7,3,0.577655,11,11,0.586479,0.92161,1.7762,0.369673
epb2,25228,25228,175027,6.93781,0.000275004,87,3,6.38423,802,9,0.00865063,0.0797449,1.03687,0.429429
epb3,84617,84617,463625,5.4791,6.47518e-05,6,3,0.549513,11,11,0.4981,0.913183,1.80755,0.332488
Erdos02,6927,6927,16944,2.44608,0.000353123,507,0,8.42203,9668,0,0.000253008,0.00482462,0.758451,0.417415
Erdos971,472,472,2628,5.5678,0.0117962,41,0,6.68603,784,0,0.00710178,0.1358,0.938502,0.375796
Erdos972,5488,5488,14170,2.582,0.000470481,61,0,5.94869,7668,0,0.000336724,0.0423278,0.836443,0.417148
Erdos981,485,485,2762,5.69485,0.0117419,42,0,6.82096,790,0,0.00720867,0.135592,0.936967,0.380392
Erdos982,5822,5822,14750,2.53349,0.000435159,61,0,5.94783,7924,0,0.000319724,0.0415327,0.835429,0.423541
Erdos991,492,492,2834,5.76016,0.0117076,42,0,6.86805,824,0,0.00699049,0.137147,0.937684,0.37386
Erdos992,6100,6100,15030,2.46393,0.000403924,61,0,5.84394,8382,0,0.000293955,0.0403924,0.837784,0.421213
eris1176,1176,1176,18552,15.7755,0.0134145,99,2,23.6702,957,13,0.0164843,0.159349,0.892177,0.380694
eu-2005,862664,862664,1.92351e+07,22.2974,2.58471e-05,6985,0,29.3334,974263,9,2.28864e-05,0.00319218,0.900973,0.39479
europe_osm,5.0912e+07,5.0912e+07,1.08109e+08,2.12345,4.17083e-08,13,1,0.479637,1.00924e+07,2,2.10401e-07,0.163343,1.12529,0.467269
EVA,8497,8497,6726,0.791573,9.31592e-05,552,0,8.93652,4063,0,0.000194825,0.00143401,0.379187,0.676513
ex1,216,216,4352,20.1481,0.0932785,49,8,8.92595,127,31,0.158647,0.411187,1.31547,0.335228
EX1,560,560,8736,15.6,0.0278571,18,12,1.57117,582,12,0.0268041,0.866667,2.6086,0.358797
ex10,2410,2410,54840,22.7552,0.00944199,50,6,11.4836,185,39,0.123001,0.455104,1.28599,0.360428
ex10hs,2548,2548,57308,22.4914,0.00882707,50,4,11.3005,209,31,0.107614,0.449827,1.28443,0.408469
ex11,16614,16614,1.09695e+06,66.0255,0.00397409,90,14,16.2319,5529,115,0.0119417,0.733617,1.89817,0.325986
ex12,3973,3973,80211,20.189,0.00508156,37,7,7.83303,209,35,0.0965982,0.545649,1.35818,0.360048
ex13,2568,2568,75628,29.4502,0.0114681,50,10,11.3707,331,39,0.0889733,0.589003,1.59108,0.410176
ex14,3251,3251,66775,20.5398,0.006318,37,7,7.79003,601,19,0.0341761,0.555131,1.40625,0.475273
ex15,6867,6867,98671,14.3689,0.00209245,18,4,4.37327,27,27,0.53218,0.79827,1.70038,0.347335
ex18,5773,5773,71805,12.4381,0.00215453,18,1,4.81048,281,19,0.0442636,0.691004,1.36634,0.388659
ex19,12005,12005,259879,21.6476,0.00180321,50,1,12.2864,185,43,0.117014,0.432951,1.22939,0.333534
ex2,441,441,26839,60.8594,0.138003,125,28,25.5917,259,111,0.234978,0.486875,1.27257,0.316508
EX2,560,560,8736,15.6,0.0278571,18,12,1.57117,582,10,0.0268041,0.866667,2.6086,0.375593
ex20,2203,2203,69981,31.7662,0.0144195,67,8,15.4095,223,77,0.142449,0.474123,1.31263,0.286514
ex21,656,656,19144,29.1829,0.0444862,62,6,14.4025,307,63,0.0950584,0.470692,1.29623,0.283226
ex22,839,839,22715,27.0739,0.0322692,62,8,13.5639,169,55,0.160201,0.436676,1.25911,0.315721
ex23,1409,1409,43703,31.017,0.0220135,67,8,14.7838,327,65,0.0948533,0.462941,1.30171,0.304732
ex24,2283,2283,48737,21.3478,0.00935076,46,9,8.42399,231,17,0.0924147,0.464082,1.1851,0.52908
ex25,848,848,24612,29.0236,0.0342259,62,6,14.5246,171,61,0.169729,0.468122,1.28355,0.309458
ex26,2163,2163,94033,43.4734,0.0200987,136,7,22.5764,1807,99,0.0240583,0.319657,1.31159,0.245888
ex27,974,974,40782,41.8706,0.0429883,206,9,27.4513,273,75,0.153372,0.203256,1.17586,0.333944
ex28,2603,2603,77781,29.8813,0.0114796,62,9,14.8098,177,75,0.168821,0.481956,1.3033,0.28176
ex29,2870,2870,23754,8.27666,0.00288385,9,1,2.03851,9,9,0.919628,0.919628,2.86551,0.479066
ex3,1821,1821,52685,28.9319,0.0158879,62,8,11.4591,263,21,0.110007,0.466644,1.5173,0.538
EX3,2600,2600,71760,27.6,0.0106154,30,24,1.62481,3350,14,0.00823881,0.92,2.57556,0.358381
ex31,3909,3909,115357,29.5106,0.0075494,75,9,16.5975,245,71,0.120451,0.393475,1.22453,0.289819
ex32,1159,1159,11343,9.78689,0.00844425,13,3,2.48696,113,15,0.0866096,0.752837,1.46334,0.382085
ex33,1733,1733,22189,12.8038,0.00738823,18,4,4.2261,307,9,0.0417062,0.711323,1.49112,0.53337
ex35,19716,19716,228208,11.5748,0.000587075,18,1,4.47916,173,15,0.0669061,0.643042,1.2917,0.43404
ex36,3079,3079,53843,17.4872,0.0056795,37,6,7.34248,303,19,0.0577134,0.472626,1.36352,0.458979
ex37,3565,3565,67591,18.9596,0.00531826,85,1,20.3234,999,11,0.0189786,0.223054,0.970261,0.53841
ex3sta1,16782,16782,678998,40.4599,0.00241091,339,9,24.1991,23121,47,0.00174992,0.119351,1.3309,0.28276
ex4,1601,1601,32299,20.1743,0.012601,37,7,7.76764,185,37,0.10905,0.54525,1.37137,0.34171
EX4,2600,2600,71760,27.6,0.0106154,30,24,1.62481,3348,10,0.00824373,0.92,2.57556,0.377905
ex40,7740,7740,458012,59.1747,0.00764531,89,6,25.8223,521,111,0.113579,0.664884,1.40623,0.34144
ex5,27,27,279,10.3333,0.382716,15,6,3.19722,25,21,0.413333,0.688889,1.44285,0.314425
EX5,6545,6545,295680,45.1765,0.00690244,48,42,1.67584,9758,18,0.00462969,0.941176,2.03987,0.346429
ex6,1651,1651,49533,30.0018,0.0181719,62,3,14.7584,147,69,0.204094,0.4839,1.30581,0.298766
EX6,6545,6545,295680,45.1765,0.00690244,48,42,1.67584,9678,16,0.00466796,0.941176,2.03987,0.353306
ex7,1633,1633,54543,33.4005,0.0204535,75,8,15.3248,553,29,0.0603987,0.44534,1.24665,0.456802
ex8,3096,3096,106344,34.3488,0.0110946,75,12,15.2215,213,65,0.161262,0.457984,1.26682,0.340118
ex9,3363,3363,99471,29.5781,0.00879514,50,10,11.5145,133,45,0.222391,0.591561,1.5986,0.392532
exdata_1,6001,6001,2.2695e+06,378.187,0.0630207,1503,3,649.627,3007,607,0.125769,0.251622,0.847799,0.332783
extr1,2837,2837,11407,4.0208,0.00141727,10,1,2.24886,4487,0,0.000896099,0.40208,1.16992,0.387357
extr1b,2836,2836,11404,4.02116,0.0014179,10,1,2.24918,4491,0,0.000895381,0.402116,1.16998,0.387062
F1,343791,343791,2.68371e+07,78.0623,0.000227063,435,24,40.8091,649759,21,0.00012014,0.179454,1.17582,0.316562
FA,10617,10617,72176,6.79815,0.000640308,34,0,8.00489,17872,0,0.00038038,0.199946,0.926756,0.37267
Fashion_MNIST_norm_10NN,10000,10000,158304,15.8304,0.00158304,123,10,7.94398,18730,0,0.00084519,0.128702,1.20944,0.348068
Fault_639,638802,638802,2.86146e+07,44.7941,7.0122e-05,318,15,5.16122,39977,13,0.0011205,0.140862,3.51804,0.73922
fcondp2,201822,201822,1.12943e+07,55.9618,0.000277283,96,27,9.51739,94053,71,0.000595002,0.582935,1.06097,0.365712
fd12,7500,7500,28462,3.79493,0.000505991,6,1,1.42691,1184,0,0.00320518,0.632489,1.22555,0.863657
fd15,11532,11532,44206,3.83333,0.000332408,6,1,1.42672,1460,0,0.00262557,0.638889,1.23407,0.887623
fd18,16428,16428,63406,3.85963,0.000234942,6,1,1.42601,1736,0,0.00222329,0.643272,1.24007,0.904426
fe_4elt2,11143,11143,65636,5.89033,0.000528613,12,3,0.890283,8086,6,0.000728461,0.490861,3.04921,0.364466
fe_body,45087,45087,327468,7.26302,0.000161089,28,0,2.38583,14542,6,0.000499452,0.259394,1.54665,0.465441
FEM_3D_thermal1,17880,17880,430740,24.0906,0.00134735,27,12,4.30878,1143,51,0.0210766,0.892245,2.26947,0.314655
FEM_3D_thermal2,147900,147900,3.4893e+06,23.5923,0.000159515,27,12,4.48098,9081,51,0.00259798,0.873789,2.04505,0.310291
fe_ocean,143437,143437,819186,5.71112,3.98162e-05,6,1,0.668328,5178,2,0.00110296,0.951853,3.42737,0.721355
fe_rotor,99617,99617,1.32486e+06,13.2996,0.000133507,125,5,3.92017,127738,10,0.000104116,0.106396,1.48383,0.329588
fe_sphere,16386,16386,98304,5.99927,0.000366122,6,4,0.0382639,616,2,0.00973907,0.999878,148.325,0.729477
fe_tooth,78136,78136,905182,11.5847,0.000148263,39,3,4.98665,112682,6,0.000102809,0.297044,1.40802,0.337841
filter2D,1668,1668,10750,6.44484,0.00386382,9,3,1.22031,159,1,0.0405336,0.716094,2.03602,0.800072
filter3D,106437,106437,2.70718e+06,25.4346,0.000238964,112,8,12.6756,13405,5,0.00189739,0.227094,1.20865,0.756156
finan512,74752,74752,596992,7.9863,0.000106837,55,3,6.2778,47451,5,0.000168306,0.145205,1.07565,0.442324
